url_length,hostname_length,path_length,count_dots,count_hyphens,digit_count,digit_ratio,has_ip_address,subdomain_count,has_at_symbol,shannon_entropy_nan,relative_entropy,count_sensitive_keywords,count_brand_keywords,has_https_token_in_host,count_slashes,count_vowels_dom,status_bin
34,17,9,3,0,0,0.0,0,1,0,1.4488156357251847,0.5899473292998302,0,0,0,3,7,1
44,23,14,2,0,0,0.0,0,1,0,1.2987949406953985,0.5799798815049341,0,0,0,5,7,1
42,14,21,3,0,5,0.11904761904761904,0,1,0,1.3516441151533924,0.7002905058194442,0,0,0,5,6,0
27,20,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.48711413675309295,0,0,0,2,7,1
22,14,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.6831003997210551,0,0,0,3,2,0
85,18,60,4,0,33,0.38823529411764707,0,2,0,1.3921472236645345,1.523111773620949,0,2,0,4,7,1
45,21,17,2,0,2,0.044444444444444446,0,1,0,1.3787834934861753,0.5816754744370835,0,0,0,4,7,1
52,24,21,3,0,2,0.038461538461538464,0,1,0,1.4056390622295665,0.34851891384383615,1,0,0,4,7,1
30,21,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.4814155324315575,0,0,0,3,5,0
93,26,60,3,6,0,0.0,0,1,0,2.212503842372268,0.5114805317865637,0,0,0,5,9,0
62,34,21,3,1,0,0.0,0,1,0,1.811278124459133,0.45236000954213057,0,0,0,3,12,0
72,20,44,2,4,1,0.013888888888888888,0,1,0,1.7381493331928664,0.3190737630659363,0,0,0,6,5,0
42,33,1,4,0,0,0.0,0,3,0,1.4056390622295665,0.5420091451150095,0,0,0,3,9,1
120,13,100,3,6,0,0.0,0,1,0,1.647730922119161,0.2917466485856208,0,0,0,10,3,0
50,25,17,3,1,0,0.0,0,1,0,1.7527152789797047,0.3258646444298065,0,0,0,4,10,1
56,21,28,2,0,0,0.0,0,0,0,1.3787834934861753,0.5545688267338299,0,1,0,4,7,1
42,21,14,2,0,0,0.0,0,1,0,1.2987949406953985,0.8499213338674452,0,0,0,5,5,1
39,31,1,2,3,0,0.0,0,1,0,1.8910611120726526,0.4556013049418917,0,0,0,3,8,0
64,8,49,2,0,3,0.046875,0,0,0,1.6858157091530304,0.6959753208865581,1,0,0,6,2,1
33,25,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5279043636758031,0,0,0,3,7,0
127,50,20,4,1,17,0.13385826771653545,0,3,0,2.7550576199383077,0.8428897239564254,3,2,0,5,17,1
27,19,1,1,1,0,0.0,0,0,0,1.792481250360578,0.9814330950937115,0,0,0,3,9,1
30,21,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.5965048901040124,0,0,0,3,5,1
52,17,28,2,1,0,0.0,0,1,0,1.5709505944546687,0.5055668985605768,1,1,0,6,6,1
24,16,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.8583717233826677,0,0,0,3,3,0
66,20,26,2,1,12,0.18181818181818182,0,0,0,2.550340709546388,0.8686568743957612,0,0,0,4,9,1
62,11,43,2,2,0,0.0,0,1,0,1.6858157091530304,0.348315411368372,1,0,0,6,2,0
48,12,29,1,0,0,0.0,0,0,0,0.9864267287308425,0.6950327616410958,0,0,0,7,4,1
121,24,1,2,0,28,0.23140495867768596,0,1,0,3.2390979179887864,1.9226245143056855,0,0,0,3,8,1
37,18,11,2,0,0,0.0,0,1,0,1.3787834934861753,0.47947447311947944,0,0,0,4,4,0
28,19,1,2,0,3,0.10714285714285714,0,1,0,1.4591479170272448,1.054716463277781,0,0,0,3,5,0
332,39,117,6,0,44,0.13253012048192772,0,4,0,2.7106842129147886,0.6866459401735647,0,2,0,9,11,1
72,15,49,3,0,0,0.0,0,1,0,1.789929075309999,0.3537018656071533,0,0,0,5,4,0
48,39,1,2,3,0,0.0,0,1,0,1.8910611120726526,0.36926995387834466,2,0,0,3,12,1
125,50,19,4,1,14,0.112,0,3,0,2.794653473544342,0.7677261878602467,3,2,0,4,17,1
76,15,34,2,0,20,0.2631578947368421,0,1,0,2.321928094887362,0.9611148428548982,0,0,0,4,4,1
264,18,17,4,1,64,0.24242424242424243,0,1,0,2.649397470347699,1.006142516521953,0,0,0,5,5,1
99,24,68,3,4,0,0.0,0,1,0,1.7884504573082896,0.5024303159977551,0,0,0,6,9,0
31,23,1,2,1,0,0.0,0,1,0,1.8423709931771084,0.614987678248263,0,0,0,3,6,0
49,17,25,3,0,0,0.0,0,1,0,1.7527152789797047,0.35716848096062614,0,0,0,4,6,0
32,25,0,2,0,1,0.03125,0,1,0,1.5219280948873621,0.5997348942209678,0,0,0,2,8,0
46,23,15,2,1,0,0.0,0,1,0,1.75,0.3063794178423186,0,0,0,4,6,0
169,23,139,3,1,36,0.21301775147928995,0,1,0,1.5693078231812958,0.7233445735285816,1,0,0,11,8,1
29,22,0,2,0,2,0.06896551724137931,0,1,0,1.5219280948873621,0.9763248313326561,0,0,0,2,7,1
30,22,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.4884452927610312,0,0,0,3,5,0
73,22,44,3,3,0,0.0,0,1,0,1.7758589482446405,0.36452735859583885,0,0,0,6,8,1
25,17,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5292554546598007,0,0,0,3,4,0
76,16,52,2,0,0,0.0,0,1,0,1.789929075309999,0.5256230036081967,0,0,0,5,6,0
68,18,42,4,0,0,0.0,0,2,0,1.3221793455166666,0.24213805868808133,0,0,0,6,5,1
46,21,18,2,1,4,0.08695652173913043,0,1,0,1.657742726504889,0.5023653783023271,0,0,0,5,8,1
23,14,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.657074075882436,0,0,0,3,5,0
23,10,1,1,0,3,0.13043478260869565,0,0,0,1.4591479170272448,1.3301336075988157,0,0,0,3,3,0
54,17,29,3,0,0,0.0,0,1,0,1.295461844238322,0.45651402313148404,1,0,0,6,7,1
39,16,15,2,0,0,0.0,0,1,0,1.3787834934861753,0.5817064915380104,0,0,0,4,6,1
106,29,70,2,9,11,0.10377358490566038,0,1,0,1.9698110652780971,0.43734789635012233,0,0,0,4,12,0
18,11,0,2,0,1,0.05555555555555555,0,1,0,1.5219280948873621,1.167870303921078,0,0,0,2,4,0
56,18,31,4,1,3,0.05357142857142857,0,2,0,1.9508257945180885,0.6206927377875041,0,0,0,5,4,0
55,16,31,2,0,9,0.16363636363636364,0,1,0,1.2987949406953985,0.769360163925676,0,0,0,5,6,1
68,14,46,2,3,8,0.11764705882352941,0,1,0,1.6691803368667308,0.3891094338237811,0,1,0,7,2,0
50,20,23,3,0,0,0.0,0,1,0,1.4056390622295665,0.31365895137953215,0,0,0,4,7,0
47,13,27,2,0,0,0.0,0,0,0,1.224394445405986,0.551210241270177,0,0,0,6,5,1
267,25,18,3,0,33,0.12359550561797752,0,1,0,2.4956029237290127,0.7515656823275734,0,1,0,5,10,1
18,11,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.9282141730170302,0,0,0,2,5,0
46,37,1,2,2,0,0.0,0,1,0,1.9056390622295665,0.42395107507948765,0,0,0,3,15,0
46,24,15,2,1,0,0.0,0,1,0,1.657742726504889,0.4043536297214713,0,0,0,5,8,0
116,42,19,4,0,24,0.20689655172413793,0,3,0,2.6312929881819,1.059445662864823,3,2,0,4,15,1
83,23,53,3,1,8,0.0963855421686747,0,1,0,1.4299111709758698,0.8824622355117506,0,0,0,9,7,1
126,50,19,4,1,18,0.14285714285714285,0,3,0,2.794653473544342,0.7584938520775398,3,2,0,4,17,1
32,23,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5278240018166789,0,0,0,3,6,0
74,32,34,3,1,13,0.17567567567567569,0,1,0,1.896240625180289,0.6267754868774814,1,0,0,6,5,1
98,15,76,1,4,47,0.47959183673469385,0,0,0,1.9887513942845323,1.9190803824146516,0,0,0,7,4,1
20,6,7,1,0,0,0.0,0,0,0,1.3709505944546687,1.1215297956818933,0,1,0,3,2,1
61,26,28,3,1,0,0.0,0,1,0,1.7527152789797047,0.2989955911201783,0,0,0,4,8,0
24,16,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.9362700270456731,0,0,0,3,3,0
62,27,28,4,0,0,0.0,0,2,0,1.3221793455166666,0.3552346128815489,0,0,0,6,10,1
21,6,8,1,0,3,0.14285714285714285,0,0,0,1.3709505944546687,1.7185750892515894,0,0,0,3,1,1
82,16,46,2,0,9,0.10975609756097561,0,1,0,2.1258145836939115,0.6645940053551329,0,0,0,6,6,1
36,28,1,4,0,9,0.25,0,3,0,1.4056390622295665,1.2933406364758941,0,0,0,3,4,1
47,31,9,2,1,0,0.0,0,1,0,1.75,0.3965412185046004,0,0,0,4,10,0
415,16,392,2,1,51,0.12289156626506025,0,1,0,1.75,1.3414743963767226,0,0,0,4,3,1
30,16,6,2,0,0,0.0,0,1,0,1.3787834934861753,0.7684350106290753,0,0,0,4,5,1
36,20,9,2,0,0,0.0,0,1,0,1.3787834934861753,0.5688358788100645,0,0,0,4,6,1
51,22,22,2,1,0,0.0,0,1,0,1.5709505944546687,0.34896763928121227,0,0,0,6,6,1
110,12,91,3,1,5,0.045454545454545456,0,1,0,1.465790469338445,0.24294229103040532,1,0,0,13,5,1
76,20,48,2,5,2,0.02631578947368421,0,1,0,1.7841591278514217,0.30630455871529455,0,0,0,4,6,0
30,11,11,1,0,0,0.0,0,0,0,1.3709505944546687,0.6445199051990002,0,0,0,3,3,0
47,19,21,3,0,4,0.0851063829787234,0,1,0,1.4056390622295665,0.4528350355702577,0,0,0,4,5,1
72,28,37,3,0,0,0.0,0,1,0,1.3516441151533924,0.2981458475005251,1,0,0,5,10,1
25,16,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.7941223919310323,0,0,0,3,5,0
61,13,25,3,1,19,0.3114754098360656,0,1,0,2.221251836004466,1.4372200974044846,0,0,0,5,3,1
56,31,18,2,1,0,0.0,0,1,0,2.0588138903312014,0.30928903918134815,0,0,0,4,10,0
62,55,0,3,0,2,0.03225806451612903,0,2,0,1.4591479170272448,0.5687832061709029,1,0,0,2,19,1
46,18,14,1,1,0,0.0,0,0,0,2.2810361125534233,0.7168720049845149,2,0,0,4,8,1
28,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6148259365728733,0,0,0,3,4,0
127,50,19,4,1,16,0.12598425196850394,0,3,0,2.794653473544342,0.7825821164182841,3,2,0,4,17,1
30,23,0,2,0,3,0.1,0,1,0,1.5219280948873621,1.0397080192183457,0,0,0,2,6,1
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6118506461966652,0,0,0,3,7,0
13,6,0,1,0,0,0.0,0,0,0,1.5,1.2291663902277097,0,0,0,2,3,0
42,19,16,2,0,1,0.023809523809523808,0,1,0,1.224394445405986,0.5759091375062199,0,0,0,6,5,0
34,8,19,1,1,1,0.029411764705882353,0,0,0,1.6644977792004612,0.5849793752853341,0,0,0,4,2,1
27,19,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.616030620441,0,0,0,3,7,0
263,25,18,3,0,28,0.10646387832699619,0,1,0,2.287783719941071,0.7160993587816602,0,1,0,5,9,1
30,21,1,2,0,1,0.03333333333333333,0,1,0,1.4591479170272448,0.7705770570544486,0,0,0,3,6,1
38,30,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.45242589162930974,0,0,0,3,11,1
77,22,47,3,4,6,0.07792207792207792,0,1,0,1.8262452584026092,0.32754594997313047,0,0,0,5,8,0
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6221546768743738,0,0,0,3,7,0
111,15,76,2,1,4,0.036036036036036036,0,1,0,2.33012496531497,0.5841232328583456,0,0,0,7,5,1
89,35,33,2,0,23,0.25842696629213485,0,1,0,2.1556390622295662,1.0594361459534374,0,0,0,3,12,1
127,61,10,3,4,43,0.33858267716535434,0,1,0,2.6062389286533896,1.315477305240753,0,0,0,3,11,1
66,17,15,2,0,14,0.21212121212121213,0,1,0,2.0588138903312014,0.9149928375394764,0,0,0,4,6,0
41,18,15,2,0,0,0.0,0,1,0,1.75,0.33559650626563764,0,0,0,4,3,0
129,14,108,2,4,57,0.4418604651162791,0,0,0,1.7841591278514217,1.6946020805960151,0,0,0,5,3,1
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.48877176688680496,0,0,0,3,4,0
35,18,9,1,0,0,0.0,0,0,0,1.1488348542809166,0.6233900386355443,0,0,0,5,8,1
113,21,61,5,1,0,0.0,0,1,1,2.1353503825268683,0.5110983883061397,0,0,0,9,7,1
31,23,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6573757349720158,0,0,0,3,7,0
48,14,11,2,0,3,0.0625,0,1,0,1.8423709931771084,1.2569444560639023,0,0,0,3,2,1
73,15,34,2,0,18,0.2465753424657534,0,1,0,2.0588138903312014,0.904567320513815,0,0,0,4,4,1
29,20,1,3,0,0,0.0,0,2,0,1.4488156357251847,0.5055291509196922,0,0,0,3,5,0
50,17,26,3,0,0,0.0,0,1,0,1.867633890971212,0.3995847881204617,0,0,0,4,3,0
34,12,15,3,0,1,0.029411764705882353,0,1,0,1.3516441151533924,0.6238723031543304,1,0,0,5,5,1
20,12,1,3,0,9,0.45,1,0,0,1.4488156357251847,2.4755338480980855,0,0,0,3,0,1
59,10,42,2,1,0,0.0,0,0,0,1.4182958340544896,0.2526072766764906,0,0,0,8,5,1
461,26,58,5,2,195,0.4229934924078091,0,1,0,2.0300872246321315,2.0471459836177246,0,0,0,9,6,1
47,25,15,2,2,0,0.0,0,1,0,1.8365916681089791,0.2814133126183691,0,0,0,4,6,0
76,10,33,1,0,22,0.2894736842105263,0,0,0,2.4056390622295662,1.2243282746501403,0,0,0,3,4,1
43,31,5,2,1,0,0.0,0,1,0,1.75,0.37059233585442736,0,0,0,4,10,0
50,10,33,1,0,0,0.0,0,0,0,0.9864267287308425,0.5891880995030986,2,0,0,7,4,1
56,22,27,3,2,0,0.0,0,1,0,1.8464393446710154,0.38237738650490954,0,0,0,4,7,0
136,32,44,5,1,13,0.09558823529411764,0,1,0,2.794468414860448,0.8262730756862472,1,0,0,6,5,1
57,23,26,2,1,2,0.03508771929824561,0,1,0,2.0588138903312014,0.31858851222221535,0,0,0,4,6,0
34,27,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.7090212362767148,0,0,0,2,8,0
47,19,14,1,1,0,0.0,0,0,0,2.2810361125534233,0.5804827429085736,1,0,0,4,7,1
81,14,31,3,0,0,0.0,0,0,1,2.1416195253341384,0.914836144013004,0,0,0,6,7,1
210,21,94,8,0,6,0.02857142857142857,0,1,1,2.677100755700004,0.5902888314756684,0,0,0,12,4,1
47,20,20,2,0,0,0.0,0,1,0,1.75,0.44865886783857,0,0,0,4,6,0
167,12,148,2,1,24,0.1437125748502994,0,1,0,1.75,1.1666576925716567,0,0,0,4,2,1
45,16,21,2,0,0,0.0,0,1,0,1.75,0.514713870076682,0,0,0,4,7,0
48,14,26,2,0,0,0.0,0,1,0,1.2987949406953985,0.36222358671246635,0,0,0,5,2,0
45,16,21,4,0,0,0.0,0,2,0,1.721928094887362,0.5552372237001915,0,0,0,4,4,0
15,4,4,1,0,2,0.13333333333333333,0,0,0,1.3709505944546687,1.8251626552618234,0,0,0,3,0,1
80,15,58,3,6,1,0.0125,0,1,0,1.7758589482446405,0.3822616639179128,0,0,0,3,3,0
53,21,25,2,0,4,0.07547169811320754,0,1,0,1.224394445405986,0.619800995187943,0,0,0,6,8,1
42,17,18,3,0,4,0.09523809523809523,0,1,0,1.3516441151533924,0.6782573687413002,0,0,0,5,4,0
35,21,7,2,1,0,0.0,0,1,0,1.8423709931771084,0.3728343910846673,0,0,0,3,7,0
36,29,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.7700500919668274,0,0,0,2,11,0
32,24,1,2,0,2,0.0625,0,1,0,1.4591479170272448,0.8204907909430108,0,0,0,3,6,0
61,14,39,3,0,4,0.06557377049180328,0,1,0,1.789929075309999,0.4303594436187345,0,0,0,5,4,0
49,24,18,2,0,0,0.0,0,1,0,1.657742726504889,0.49175554408097977,0,1,0,5,7,1
118,42,19,4,0,18,0.15254237288135594,0,3,0,2.6312929881819,0.8882032816355229,3,2,0,4,15,1
43,34,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.5019292899627705,0,0,0,3,12,1
56,16,32,2,0,0,0.0,0,1,0,1.8464393446710154,0.5122945713525245,0,0,0,4,7,0
19,10,1,2,0,0,0.0,0,1,0,1.4591479170272448,1.0958391463108923,0,0,0,3,1,0
21,12,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.8296794444667382,0,0,0,3,2,0
43,15,6,2,0,2,0.046511627906976744,0,1,0,2.1556390622295662,0.8555440515724266,0,0,0,3,5,0
41,24,10,3,2,2,0.04878048780487805,0,1,0,1.8910611120726526,0.4772590925784675,1,0,0,3,7,1
41,23,11,2,0,1,0.024390243902439025,0,1,0,1.3787834934861753,0.5875299269132086,0,0,0,4,6,0
82,16,46,2,0,7,0.08536585365853659,0,1,0,1.8676338909712122,0.6588503688590988,0,0,0,6,6,1
49,27,15,3,2,6,0.12244897959183673,0,1,0,2.1709505944546685,0.6792363312348669,2,0,0,3,6,1
44,18,19,2,0,6,0.13636363636363635,0,1,0,1.2987949406953985,0.5637463554101342,0,0,0,5,4,0
119,42,20,4,0,20,0.16806722689075632,0,3,0,2.5941178916311856,0.8698508005279829,3,2,0,5,15,1
42,23,11,2,1,9,0.21428571428571427,0,1,0,1.8423709931771084,0.8321404652941217,0,0,0,3,6,1
41,10,23,1,1,0,0.0,0,0,0,1.6644977792004612,0.47968201242571695,0,0,0,4,3,0
31,14,10,3,0,0,0.0,0,1,0,1.4488156357251847,0.6063070863866284,0,0,0,3,5,1
39,30,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.372864260360542,0,0,0,3,11,1
26,14,5,1,0,1,0.038461538461538464,0,0,0,1.3709505944546687,0.7154374099841738,0,0,0,3,5,1
58,19,32,3,1,0,0.0,0,1,0,1.6854752972273344,0.18704649663497477,0,0,0,5,4,0
52,16,29,3,3,0,0.0,0,1,0,1.8954618442383218,0.2811881333531545,1,0,0,3,3,0
27,19,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.7948601771916626,0,0,0,3,6,0
63,7,32,3,2,2,0.031746031746031744,0,0,0,2.3553885422075336,0.45382207310196354,2,1,0,4,1,1
36,9,20,1,0,4,0.1111111111111111,0,0,0,1.1488348542809166,0.7954140402462226,0,0,0,5,2,0
49,31,11,4,1,10,0.20408163265306123,0,3,0,1.7527152789797047,0.842866848646113,0,0,0,3,6,1
51,21,23,1,3,0,0.0,0,0,0,1.6854752972273344,0.5527841879136314,0,0,0,5,5,0
35,13,15,2,0,0,0.0,0,0,0,1.4591479170272448,0.9900431361472027,0,0,0,3,4,0
75,14,54,3,0,11,0.14666666666666667,1,0,0,1.1401156785146092,0.6299606467781075,2,0,0,9,0,1
94,28,59,3,1,25,0.26595744680851063,0,2,0,1.617189572592715,1.0164253169568258,1,0,0,6,7,1
29,15,6,1,0,0,0.0,0,0,0,1.3709505944546687,0.6634558088277376,0,0,0,3,6,1
108,17,61,3,1,0,0.0,0,0,1,2.4188019372927023,0.7414361479674192,0,0,0,9,7,1
50,27,16,2,0,0,0.0,0,1,0,1.3787834934861753,0.34473772946540376,0,0,0,4,10,1
84,13,64,3,0,4,0.047619047619047616,0,1,0,2.0419460322060456,0.44080696150640136,0,0,0,5,3,0
31,12,11,2,0,0,0.0,0,0,0,1.4591479170272448,0.6422820860973081,0,0,0,3,3,1
24,16,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.8086776331620258,0,0,0,3,3,0
50,25,18,3,0,1,0.02,0,1,0,1.8910611120726526,0.48515348210621473,1,0,0,3,6,1
66,20,39,3,7,5,0.07575757575757576,0,1,0,1.746465798504072,0.5468135758590474,0,0,0,4,6,0
91,15,69,3,10,3,0.03296703296703297,0,1,0,1.6382533594712747,0.35428015017094094,0,0,0,5,4,0
77,23,47,1,0,16,0.2077922077922078,0,0,0,1.1488348542809166,0.9411194629735782,0,0,0,5,8,1
67,20,40,5,0,0,0.0,0,1,0,1.3250112108241772,0.2918545569064796,1,0,0,6,5,1
30,13,9,2,1,0,0.0,0,1,0,1.8423709931771084,0.5832419910738691,0,0,0,3,1,0
25,18,0,2,0,2,0.08,0,1,0,1.5219280948873621,0.8707120114568149,0,0,0,2,5,1
125,17,61,4,1,0,0.0,0,0,1,2.078491674029184,0.5242172244681237,0,0,0,10,7,1
58,17,33,2,3,4,0.06896551724137931,0,1,0,1.8910611120726526,0.28720055549233586,0,0,0,3,3,0
58,21,30,2,3,0,0.0,0,1,0,1.8464393446710154,0.23506550016467168,0,0,0,4,6,0
40,16,16,2,0,0,0.0,0,1,0,1.3787834934861753,0.4073832371165261,0,0,0,4,5,0
66,28,31,2,4,0,0.0,0,1,0,1.823067982273661,0.501053114171202,0,0,0,4,9,0
47,7,32,1,0,7,0.14893617021276595,0,0,0,1.6644977792004612,1.6303929784501536,0,0,0,4,0,1
48,16,24,2,0,0,0.0,0,1,0,1.75,0.45464466390809977,0,0,0,4,7,0
61,35,19,4,0,9,0.14754098360655737,0,2,0,1.3921472236645345,0.7140984291108625,1,0,0,4,12,1
27,18,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.3999201117155153,0,0,0,3,5,0
52,18,27,3,0,0,0.0,0,1,0,1.3516441151533924,0.4160622218569836,0,0,0,5,5,1
260,11,40,6,0,38,0.14615384615384616,0,0,0,1.6143308351592656,0.7616945782124743,0,0,0,5,3,1
52,24,21,2,1,4,0.07692307692307693,0,1,0,1.657742726504889,0.5227499438271779,0,0,0,5,5,1
177,11,73,4,1,33,0.1864406779661017,0,0,0,2.465957320949175,0.9005688647645457,3,0,0,6,3,1
47,16,23,2,0,0,0.0,0,1,0,1.75,0.5478679087144853,0,0,0,4,7,0
28,16,4,2,0,0,0.0,0,1,0,1.3787834934861753,0.5847246131039634,0,0,0,4,2,0
27,11,9,1,0,0,0.0,0,0,0,1.3709505944546687,0.5023282907725228,0,0,0,3,4,0
38,17,14,2,0,0,0.0,0,1,0,1.9056390622295665,0.4895990017261315,0,0,0,3,6,0
21,6,8,1,0,2,0.09523809523809523,0,0,0,1.3709505944546687,1.5533781670772118,0,0,0,3,1,1
21,6,8,1,0,2,0.09523809523809523,0,0,0,1.3709505944546687,1.2251119721256305,0,0,0,3,1,1
40,21,12,4,1,0,0.0,0,2,0,1.721928094887362,0.6325287662300346,0,0,0,4,5,1
24,16,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.7695342746492917,0,0,0,3,4,0
27,14,6,2,0,0,0.0,0,1,0,1.4591479170272448,0.6177160803847199,0,0,0,3,2,0
136,13,23,5,0,25,0.18382352941176472,0,0,1,2.649397470347699,1.2658907634311005,1,0,0,4,4,1
81,24,20,4,0,4,0.04938271604938271,0,2,0,2.3158243335257076,0.44719532772944887,0,0,0,4,9,0
45,29,9,2,0,22,0.4888888888888889,0,1,0,1.3787834934861753,1.9398492881417309,0,0,0,4,4,1
54,19,28,2,2,0,0.0,0,0,0,1.9056390622295665,0.4479653181908047,1,0,0,3,6,0
49,17,25,3,1,0,0.0,0,1,0,1.9717472571281809,0.4932972589843043,0,0,0,5,3,1
57,16,33,2,0,0,0.0,0,1,0,1.823067982273661,0.6156007462318492,0,0,0,4,7,0
52,16,28,2,0,0,0.0,0,1,0,1.8365916681089791,0.4498159460987085,0,0,0,4,7,0
45,26,11,2,0,4,0.08888888888888889,0,1,0,1.4591479170272448,0.6070051380204523,0,0,0,3,9,1
76,10,34,1,0,26,0.34210526315789475,0,0,0,2.2810361125534233,1.3690673958498223,0,0,0,4,3,1
25,18,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.7056521077187855,0,0,0,2,5,0
77,23,47,1,0,24,0.3116883116883117,0,0,0,1.1488348542809166,1.1847602220915507,0,0,0,5,8,1
26,17,1,1,0,0,0.0,0,0,0,1.3709505944546687,0.7851766353644314,0,0,0,3,5,1
62,20,34,2,4,2,0.03225806451612903,0,1,0,1.7841591278514217,0.6480879935508161,0,0,0,5,5,0
65,48,10,3,0,6,0.09230769230769231,0,1,0,1.4488156357251847,0.5194924060402192,1,0,0,3,15,1
29,17,4,2,0,0,0.0,0,1,0,1.3787834934861753,0.5856315944511469,0,0,0,4,4,0
23,15,0,2,0,0,0.0,0,1,0,1.5219280948873621,0.7165790765136013,0,0,0,2,4,0
120,17,61,4,1,0,0.0,0,0,1,2.078491674029184,0.5219659821868954,0,0,0,10,7,1
36,11,17,3,0,0,0.0,0,1,0,1.7527152789797047,0.7238189684127261,0,0,0,4,3,0
42,34,1,2,1,4,0.09523809523809523,0,1,0,1.8423709931771084,0.9193138034304635,0,0,0,3,7,1
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.4989930682637203,0,0,0,3,7,0
30,17,6,2,0,0,0.0,0,1,0,1.3787834934861753,0.5500548135408926,0,0,0,4,6,1
24,15,1,1,0,0,0.0,0,0,0,1.3709505944546687,0.8133461070643869,0,0,0,3,4,0
29,20,1,2,0,0,0.0,0,1,0,1.4591479170272448,0.6369071513036243,0,0,0,3,5,0
72,21,44,1,1,0,0.0,0,0,0,1.207518749639422,0.32024116636100275,0,0,0,9,6,1
35,10,17,1,1,0,0.0,0,0,0,1.6644977792004612,0.4091238462463586,1,0,0,4,4,1
73,20,46,3,1,0,0.0,0,1,0,1.4885252948977485,0.26169161292658394,0,0,0,8,6,1
82,14,10,4,1,4,0.04878048780487805,0,1,0,2.5232314287976205,0.6388417002192166,0,0,0,3,2,0
32,13,11,2,0,0,0.0,0,0,0,1.4591479170272448,0.556429682719976,1,0,0,3,5,1
66,19,16,4,0,0,0.0,0,1,1,2.251629167387823,1.0111016922825,0,0,0,4,5,1
147,13,36,9,1,6,0.04081632653061224,0,0,0,2.2456798739466377,0.33079839148549756,0,0,0,10,3,1
19,6,6,1,0,1,0.05263157894736842,0,0,0,1.3709505944546687,1.329486572543228,0,0,0,3,2,1
68,42,19,4,0,13,0.19117647058823528,0,3,0,1.3921472236645345,0.81890113767181,2,2,0,4,15,1
61,18,36,1,1,6,0.09836065573770492,0,0,0,1.2776134368191154,0.45717751082817054,1,0,0,8,5,1
115,34,64,2,2,7,0.06086956521739131,0,1,0,2.2892464285091583,0.3896795147050201,0,0,0,6,10,1
43,18,18,3,0,0,0.0,0,1,0,1.4056390622295665,0.46279778043608844,0,0,0,4,5,1
41,33,1,2,3,0,0.0,0,1,0,1.8910611120726526,0.4630056261089503,1,2,0,3,9,1
92,17,67,1,9,7,0.07608695652173914,0,0,0,1.4913146570363986,0.4349290148729783,0,0,0,5,5,0
39,30,1,2,1,4,0.10256410256410256,0,1,0,1.8423709931771084,0.7465263397327997,0,0,0,3,10,1
43,21,15,2,0,0,0.0,0,1,0,1.4591479170272448,0.42054926097349465,0,0,0,3,6,1
68,42,19,4,0,11,0.16176470588235295,0,3,0,1.3921472236645345,0.7777054957062375,2,2,0,4,15,1
70,21,42,2,3,0,0.0,0,1,0,1.8464393446710154,0.3769209367494601,0,0,0,4,6,0
43,25,10,2,0,0,0.0,0,1,0,1.3787834934861753,0.4552646628701407,0,0,0,4,6,0
42,34,1,2,2,0,0.0,0,1,0,1.9056390622295665,0.44349310792953467,0,0,0,3,10,0
124,46,20,5,0,28,0.22580645161290322,0,4,0,2.56507654233637,1.0268318282405338,3,2,0,5,15,1
141,36,88,2,2,7,0.04964539007092199,0,1,0,2.502598068247261,0.39168800652808816,0,0,0,7,11,1
69,38,24,5,3,0,0.0,0,3,0,2.0670314951575843,0.4630872031715549,0,0,0,4,12,1
87,16,64,3,0,21,0.2413793103448276,0,1,0,1.295461844238322,0.7824561276830804,0,1,0,6,4,1
